StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q5_10_TEXT,Q21,Q21_10_TEXT,Q6,Q6_5_TEXT,Q22,Q2,Q3,Q4,Q7,Q8,Q19,Q20,Q18,Q9,Q10,Q11,Q12,Q12_3_TEXT,Q13,Q13_3_TEXT,Q23,Q23_3_TEXT,RecipientEmail,RecipientFirstName,RecipientLastName,Q12_3_TEXT - Parent Topics,Q12_3_TEXT - Sentiment Polarity,Q12_3_TEXT - Sentiment Score,Q12_3_TEXT - Sentiment,Q12_3_TEXT - Topic Sentiment Label,Q12_3_TEXT - Topic Sentiment Score,Q12_3_TEXT - Topics
2020-04-18 18:47:12,2020-04-18 18:48:09,IP Address,130.132.173.61,100,56,True,2020-04-18 18:48:10,R_31oooNeuRdJ3qIG,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Humanities and Arts,Right of center,Occasionally,To an extremely large extent,To a large extent,To a moderate extent,,To a moderate extent,To a small extent,To an extremely large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:48:18,2020-04-18 18:49:37,IP Address,128.36.7.135,100,78,True,2020-04-18 18:49:37,R_3GdYPQYwFWyCfWV,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Liberal,Occasionally,To a small extent,To a large extent,To a small extent,,To a moderate extent,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:50:00,2020-04-18 18:51:49,IP Address,73.218.71.161,100,109,True,2020-04-18 18:51:50,R_2aJjOWw72ulCT9U,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Never,To a small extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:50:06,2020-04-18 18:52:18,IP Address,66.69.80.237,100,132,True,2020-04-18 18:52:19,R_2YPnRirbEE52bg8,,,,,29.5652008056640625,-98.614501953125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Humanities and Arts,Very liberal,Occasionally,To a large extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To a small extent,Undecided,,,,,Other,Joe Biden is a rapist,,,,,,,,,,
2020-04-18 18:51:36,2020-04-18 18:52:40,IP Address,67.83.64.58,100,63,True,2020-04-18 18:52:40,R_1dsGTRbc8FCdNcu,,,,,41.1681976318359375,-73.26889801025390625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Occasionally,To a large extent,To an extremely large extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:50:59,2020-04-18 18:53:22,IP Address,130.132.173.105,100,142,True,2020-04-18 18:53:22,R_2e5bxtpQMUgqxna,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Liberal,Occasionally,To a moderate extent,To a small extent,To a moderate extent,To a small extent,,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:50:19,2020-04-18 18:53:27,IP Address,24.184.88.254,100,188,True,2020-04-18 18:53:28,R_1hxPR8KNBypH9CU,,,,,41.1681976318359375,-73.26889801025390625,anonymous,EN,Faculty member,Social Sciences,,,,,,,Very liberal,Occasionally,To a moderate extent,To a small extent,To a moderate extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:51:54,2020-04-18 18:54:09,IP Address,70.160.83.69,100,134,True,2020-04-18 18:54:09,R_12gPcvjIrOj6ZN6,,,,,36.92010498046875,-76.21219635009765625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Moderate/Centrist,Never,To no or a very minimal extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:50:46,2020-04-18 18:54:17,IP Address,107.77.195.165,100,210,True,2020-04-18 18:54:17,R_3KDAECxYAVeg8e8,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Occasionally,To a moderate extent,To a moderate extent,To a large extent,To no or a very minimal extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:54:41,2020-04-18 18:56:15,IP Address,68.61.105.233,100,94,True,2020-04-18 18:56:16,R_3QLu0Xr445UqRFz,,,,,42.933197021484375,-85.65309906005859375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:55:20,2020-04-18 18:56:30,IP Address,128.36.7.72,100,70,True,2020-04-18 18:56:30,R_3EnYorVJYSw1DIX,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Occasionally,To a moderate extent,To a small extent,To a small extent,,To a small extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:52:51,2020-04-18 18:57:00,IP Address,24.61.59.78,100,248,True,2020-04-18 18:57:00,R_2Qh99YaopCqyQ0t,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,School of Architecture,,,,,,,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,To a moderate extent,,To no or a very minimal extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:55:51,2020-04-18 18:57:05,IP Address,73.102.92.199,100,74,True,2020-04-18 18:57:05,R_PAnAGHEKXuyTVWp,,,,,40.0565032958984375,-86.015899658203125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Liberal,Never,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:56:27,2020-04-18 18:57:54,IP Address,73.4.74.151,100,87,True,2020-04-18 18:57:54,R_1r7d8weC8BbNoMi,,,,,41.3571014404296875,-72.93340301513671875,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Conservative,Never,To no or a very minimal extent,To no or a very minimal extent,To no or a very minimal extent,To no or a very minimal extent,,To no or a very minimal extent,To a large extent,To no or a very minimal extent,Yes,Write in,none of your business,,,,,,,,,0,-1,Negative,,,Unknown
2020-04-18 18:55:52,2020-04-18 18:58:07,IP Address,71.233.97.61,100,134,True,2020-04-18 18:58:07,R_290oNY6sKjVGWTp,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Left of center,Very Frequently,To a large extent,To a moderate extent,To a moderate extent,To a large extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,Write in,None of your business,,,,,,,,,0,-1,Negative,,,Unknown
2020-04-18 18:57:53,2020-04-18 18:59:27,IP Address,72.195.147.49,100,94,True,2020-04-18 18:59:27,R_2yq6bhXC01ZNJDY,,,,,41.686798095703125,-72.72480010986328125,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Left of center,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a moderate extent,,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:58:48,2020-04-18 19:00:03,IP Address,72.224.122.48,100,75,True,2020-04-18 19:00:04,R_WcG0HXdIFQs34Fb,,,,,42.67010498046875,-73.77539825439453125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,,Moderate/Centrist,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a small extent,To no or a very minimal extent,To a large extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 18:58:33,2020-04-18 19:00:19,IP Address,24.45.134.202,100,106,True,2020-04-18 19:00:20,R_db4xLQ59BJS9pwl,,,,,41.2169952392578125,-73.05519866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:58:27,2020-04-18 19:00:45,IP Address,73.3.205.163,100,138,True,2020-04-18 19:00:45,R_1rxjVY2ctOboEZQ,,,,,38.8390045166015625,-104.8412017822265625,anonymous,EN,Undergraduate student,,,,,STEM,,,Left of center,Never,To a small extent,To a moderate extent,To a small extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 18:57:58,2020-04-18 19:01:49,IP Address,128.36.7.98,100,230,True,2020-04-18 19:01:49,R_1jNgmbNb9x0CiO8,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Law School,,,,,,,Moderate/Centrist,Occasionally,To a moderate extent,To a large extent,To a moderate extent,To a large extent,,To a small extent,To a large extent,To no or a very minimal extent,Undecided,,,,,Other,Dems have to come up with compos mentis candidate,,,,,,,,,,
2020-04-18 18:55:11,2020-04-18 19:02:39,IP Address,68.196.11.243,100,447,True,2020-04-18 19:02:39,R_BPpvgftGnZAN3PP,,,,,41.06170654296875,-73.738800048828125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Social Sciences,Right of center,Never,To no or a very minimal extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:41:35,2020-04-18 19:03:13,IP Address,207.5.226.213,100,12098,True,2020-04-18 19:03:13,R_2BhRIzGQ9yjttW4,,,,,44.308197021484375,-68.9073028564453125,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 18:59:26,2020-04-18 19:03:44,IP Address,99.70.116.236,100,258,True,2020-04-18 19:03:45,R_1QgfiQpm2Edrr6W,,,,,29.93170166015625,-90.10260009765625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Conservative,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 19:00:05,2020-04-18 19:04:34,IP Address,67.86.138.83,100,269,True,2020-04-18 19:04:34,R_1FFmps6lfn0IzjG,,,,,41.2169952392578125,-73.05519866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Left of center,Never,To a small extent,To a small extent,To a moderate extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:03:12,2020-04-18 19:05:10,IP Address,96.255.212.117,100,117,True,2020-04-18 19:05:11,R_p9TaESEft4vCl0t,,,,,39.1089935302734375,-77.2489013671875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:04:56,2020-04-18 19:06:07,IP Address,71.94.144.25,100,71,True,2020-04-18 19:06:07,R_0VwtdLh5DTpmOPf,,,,,34.1472930908203125,-118.14459991455078125,anonymous,EN,Undergraduate student,,,,,STEM,,,Very conservative,Never,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a small extent,To an extremely large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:15,2020-04-18 19:06:35,IP Address,74.209.25.179,100,13100,True,2020-04-18 19:06:35,R_1mgfrL6vYzjA1XJ,,,,,42.5487060546875,-73.37400054931640625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Foreign Language,Left of center,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a large extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:07:48,2020-04-18 19:09:23,IP Address,73.70.233.61,100,95,True,2020-04-18 19:09:24,R_11bE6yzaLPSFZYG,,,,,37.756195068359375,-122.486602783203125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Moderate/Centrist,Occasionally,To a moderate extent,To a large extent,To a small extent,,To no or a very minimal extent,To no or a very minimal extent,To an extremely large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:05:57,2020-04-18 19:10:19,IP Address,73.15.22.204,100,261,True,2020-04-18 19:10:19,R_33e9OdP95Uyd7pp,,,,,37.779998779296875,-122.464996337890625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,,Left of center,Never,To a small extent,To no or a very minimal extent,To no or a very minimal extent,,To a large extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:07:26,2020-04-18 19:10:24,IP Address,24.237.77.177,100,177,True,2020-04-18 19:10:25,R_2tz2vjmce07gsvf,,,,,61.0988006591796875,-149.8076934814453125,anonymous,EN,Undergraduate student,,,,,STEM,,Foreign Language,Very conservative,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,,To an extremely large extent,To a small extent,To a large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:09:08,2020-04-18 19:11:11,IP Address,73.219.78.176,100,122,True,2020-04-18 19:11:11,R_2z7qicJjWWg7ExG,,,,,41.3822021484375,-72.85849761962890625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Very Frequently,To a large extent,To a large extent,To a moderate extent,To a large extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:09:37,2020-04-18 19:11:16,IP Address,32.210.19.226,100,98,True,2020-04-18 19:11:16,R_1kSo54FhKYfY352,,,,,41.3148040771484375,-72.69940185546875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Moderate/Centrist,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 19:08:10,2020-04-18 19:12:14,IP Address,73.238.171.141,100,243,True,2020-04-18 19:12:14,R_Xh3RbDF4FfUFOgN,,,,,41.2776031494140625,-72.81150054931640625,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a large extent,To a small extent,,To a small extent,To a moderate extent,To an extremely large extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:11:19,2020-04-18 19:12:34,IP Address,73.173.203.120,100,74,True,2020-04-18 19:12:34,R_tM1QVwLngHptWA9,,,,,39.042694091796875,-76.434600830078125,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Moderate/Centrist,Never,To a moderate extent,To a small extent,To a moderate extent,,To a small extent,To a small extent,To a small extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 19:13:23,2020-04-18 19:14:19,IP Address,138.88.179.238,100,55,True,2020-04-18 19:14:19,R_3fy0QyZw0P8ZoK7,,,,,38.9994049072265625,-77.033599853515625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To no or a very minimal extent,Undecided,,,,,I have not yet decided whether or not I support any of the current candidates,,,,,,,,,,,
2020-04-18 19:13:32,2020-04-18 19:15:05,IP Address,24.63.168.87,100,92,True,2020-04-18 19:15:05,R_2VOSvP2Itj3vLeN,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Right of center,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 19:15:56,2020-04-18 19:18:07,IP Address,24.129.26.83,100,130,True,2020-04-18 19:18:08,R_1dFZLRGp2BnG1o4,,,,,30.2884063720703125,-81.63610076904296875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Right of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To a large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 19:18:50,2020-04-18 19:19:56,IP Address,24.90.64.8,100,65,True,2020-04-18 19:19:56,R_2S1VqPLpJFj0mty,,,,,40.7855072021484375,-73.8466033935546875,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Moderate/Centrist,Never,To a small extent,To a small extent,To a small extent,,To no or a very minimal extent,To no or a very minimal extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:19:31,2020-04-18 19:20:58,IP Address,24.63.133.218,100,87,True,2020-04-18 19:20:59,R_3HkniJskC0qKXsC,,,,,41.3571014404296875,-72.93340301513671875,anonymous,EN,Administrator,,,,,,,,Very liberal,Occasionally,To a moderate extent,To a large extent,To a moderate extent,,,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 19:19:39,2020-04-18 19:21:05,IP Address,173.54.217.111,100,85,True,2020-04-18 19:21:05,R_3n0MoDkbuw5b8Mk,,,,,40.7303924560546875,-74.27269744873046875,anonymous,EN,Undergraduate student,,,,,STEM,,Social Sciences,Liberal,Never,To a large extent,To a small extent,To a small extent,,To a large extent,To a small extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
