Year,Institution,Campus,Institution Size,Category,Location,Subcategory,Number
2002,Yale University,Main Campus,11378,Hate crimes,Public property,Arson,0
2003,Yale University,Main Campus,11471,Hate crimes,Public property,Arson,0
2004,Yale University,Main Campus,11441,Hate crimes,Public property,Arson,0
2005,Yale University,Main Campus,11483,Hate crimes,Public property,Arson,0
2006,Yale University,Main Campus,11415,Hate crimes,Public property,Arson,0
2007,Yale University,Main Campus,11454,Hate crimes,Public property,Arson,0
2008,Yale University,Main Campus,10192,Hate crimes,Public property,Arson,0
2009,Yale University,Main Campus,11593,Hate crimes,Public property,Arson,0
2010,Yale University,Main Campus,11701,Hate crimes,Public property,Arson,0
2011,Yale University,Main Campus,11875,Hate crimes,Public property,Arson,0
2012,Yale University,Main Campus,11906,Hate crimes,Public property,Arson,0
2013,Yale University,Main Campus,12109,Hate crimes,Public property,Arson,0
2014,Yale University,Main Campus,12336,Hate crimes,Public property,Arson,0
2015,Yale University,Main Campus,12385,Hate crimes,Public property,Arson,0
2016,Yale University,Main Campus,12458,Hate crimes,Public property,Arson,0
2017,Yale University,Main Campus,12974,Hate crimes,Public property,Arson,0
2001,Yale University,Main Campus,11136,Hate crimes,Public property,Simple assault,0
2002,Yale University,Main Campus,11378,Hate crimes,Public property,Simple assault,0
2003,Yale University,Main Campus,11471,Hate crimes,Public property,Simple assault,0
2004,Yale University,Main Campus,11441,Hate crimes,Public property,Simple assault,0
2005,Yale University,Main Campus,11483,Hate crimes,Public property,Simple assault,0
2006,Yale University,Main Campus,11415,Hate crimes,Public property,Simple assault,0
2007,Yale University,Main Campus,11454,Hate crimes,Public property,Simple assault,0
2008,Yale University,Main Campus,10192,Hate crimes,Public property,Simple assault,0
2009,Yale University,Main Campus,11593,Hate crimes,Public property,Simple assault,0
2010,Yale University,Main Campus,11701,Hate crimes,Public property,Simple assault,0
2011,Yale University,Main Campus,11875,Hate crimes,Public property,Simple assault,0
2012,Yale University,Main Campus,11906,Hate crimes,Public property,Simple assault,0
2013,Yale University,Main Campus,12109,Hate crimes,Public property,Simple assault,0
2014,Yale University,Main Campus,12336,Hate crimes,Public property,Simple assault,0
2015,Yale University,Main Campus,12385,Hate crimes,Public property,Simple assault,0
2016,Yale University,Main Campus,12458,Hate crimes,Public property,Simple assault,0
2017,Yale University,Main Campus,12974,Hate crimes,Public property,Simple assault,1
2001,Yale University,Main Campus,11136,Hate crimes,Public property,Larceny-theft,0
2002,Yale University,Main Campus,11378,Hate crimes,Public property,Larceny-theft,0
2003,Yale University,Main Campus,11471,Hate crimes,Public property,Larceny-theft,0
2004,Yale University,Main Campus,11441,Hate crimes,Public property,Larceny-theft,0
2005,Yale University,Main Campus,11483,Hate crimes,Public property,Larceny-theft,0
2006,Yale University,Main Campus,11415,Hate crimes,Public property,Larceny-theft,0
2007,Yale University,Main Campus,11454,Hate crimes,Public property,Larceny-theft,0
2008,Yale University,Main Campus,10192,Hate crimes,Public property,Larceny-theft,0
2009,Yale University,Main Campus,11593,Hate crimes,Public property,Larceny-theft,0
2010,Yale University,Main Campus,11701,Hate crimes,Public property,Larceny-theft,0
2011,Yale University,Main Campus,11875,Hate crimes,Public property,Larceny-theft,0
2012,Yale University,Main Campus,11906,Hate crimes,Public property,Larceny-theft,0
2013,Yale University,Main Campus,12109,Hate crimes,Public property,Larceny-theft,0
2014,Yale University,Main Campus,12336,Hate crimes,Public property,Larceny-theft,0
2015,Yale University,Main Campus,12385,Hate crimes,Public property,Larceny-theft,0
2016,Yale University,Main Campus,12458,Hate crimes,Public property,Larceny-theft,0
2017,Yale University,Main Campus,12974,Hate crimes,Public property,Larceny-theft,0
2001,Yale University,Main Campus,11136,Hate crimes,Public property,Intimidation,0
2002,Yale University,Main Campus,11378,Hate crimes,Public property,Intimidation,0
2003,Yale University,Main Campus,11471,Hate crimes,Public property,Intimidation,0
2004,Yale University,Main Campus,11441,Hate crimes,Public property,Intimidation,0
2005,Yale University,Main Campus,11483,Hate crimes,Public property,Intimidation,0
2006,Yale University,Main Campus,11415,Hate crimes,Public property,Intimidation,0
2007,Yale University,Main Campus,11454,Hate crimes,Public property,Intimidation,0
2008,Yale University,Main Campus,10192,Hate crimes,Public property,Intimidation,0
2009,Yale University,Main Campus,11593,Hate crimes,Public property,Intimidation,0
2010,Yale University,Main Campus,11701,Hate crimes,Public property,Intimidation,0
2011,Yale University,Main Campus,11875,Hate crimes,Public property,Intimidation,0
2012,Yale University,Main Campus,11906,Hate crimes,Public property,Intimidation,0
2013,Yale University,Main Campus,12109,Hate crimes,Public property,Intimidation,0
2014,Yale University,Main Campus,12336,Hate crimes,Public property,Intimidation,0
2015,Yale University,Main Campus,12385,Hate crimes,Public property,Intimidation,0
2016,Yale University,Main Campus,12458,Hate crimes,Public property,Intimidation,0
2017,Yale University,Main Campus,12974,Hate crimes,Public property,Intimidation,0
2001,Yale University,Main Campus,11136,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2002,Yale University,Main Campus,11378,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2003,Yale University,Main Campus,11471,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2004,Yale University,Main Campus,11441,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2005,Yale University,Main Campus,11483,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2006,Yale University,Main Campus,11415,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2007,Yale University,Main Campus,11454,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2008,Yale University,Main Campus,10192,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2009,Yale University,Main Campus,11593,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2010,Yale University,Main Campus,11701,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2011,Yale University,Main Campus,11875,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2012,Yale University,Main Campus,11906,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2013,Yale University,Main Campus,12109,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2014,Yale University,Main Campus,12336,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2015,Yale University,Main Campus,12385,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2016,Yale University,Main Campus,12458,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2017,Yale University,Main Campus,12974,Hate crimes,Public property,Destruction/damage/ vandalism of property,0
2014,Yale University,Main Campus,12336,Unfounded crimes,NA,Total unfounded crimes,0
2015,Yale University,Main Campus,12385,Unfounded crimes,NA,Total unfounded crimes,0
2016,Yale University,Main Campus,12458,Unfounded crimes,NA,Total unfounded crimes,0
2017,Yale University,Main Campus,12974,Unfounded crimes,NA,Total unfounded crimes,0
2014,Yale University,Main Campus,12336,Vawa offenses,Noncampus,Domestic violence,1
2015,Yale University,Main Campus,12385,Vawa offenses,Noncampus,Domestic violence,0
2016,Yale University,Main Campus,12458,Vawa offenses,Noncampus,Domestic violence,0
2017,Yale University,Main Campus,12974,Vawa offenses,Noncampus,Domestic violence,0
2014,Yale University,Main Campus,12336,Vawa offenses,Noncampus,Dating violence,0
2015,Yale University,Main Campus,12385,Vawa offenses,Noncampus,Dating violence,0
2016,Yale University,Main Campus,12458,Vawa offenses,Noncampus,Dating violence,0
2017,Yale University,Main Campus,12974,Vawa offenses,Noncampus,Dating violence,0
2014,Yale University,Main Campus,12336,Vawa offenses,Noncampus,Stalking,0
2015,Yale University,Main Campus,12385,Vawa offenses,Noncampus,Stalking,0
2016,Yale University,Main Campus,12458,Vawa offenses,Noncampus,Stalking,0
2017,Yale University,Main Campus,12974,Vawa offenses,Noncampus,Stalking,0
2014,Yale University,Main Campus,12336,Vawa offenses,On campus,Domestic violence,6
2015,Yale University,Main Campus,12385,Vawa offenses,On campus,Domestic violence,0
2016,Yale University,Main Campus,12458,Vawa offenses,On campus,Domestic violence,3
2017,Yale University,Main Campus,12974,Vawa offenses,On campus,Domestic violence,2
2014,Yale University,Main Campus,12336,Vawa offenses,On campus,Dating violence,8
2015,Yale University,Main Campus,12385,Vawa offenses,On campus,Dating violence,8
2016,Yale University,Main Campus,12458,Vawa offenses,On campus,Dating violence,11
2017,Yale University,Main Campus,12974,Vawa offenses,On campus,Dating violence,12
2014,Yale University,Main Campus,12336,Vawa offenses,On campus,Stalking,13
2015,Yale University,Main Campus,12385,Vawa offenses,On campus,Stalking,11
2016,Yale University,Main Campus,12458,Vawa offenses,On campus,Stalking,13
2017,Yale University,Main Campus,12974,Vawa offenses,On campus,Stalking,21
2014,Yale University,Main Campus,12336,Vawa offenses,On campus student housing facilities,Domestic violence,4
2015,Yale University,Main Campus,12385,Vawa offenses,On campus student housing facilities,Domestic violence,0
2016,Yale University,Main Campus,12458,Vawa offenses,On campus student housing facilities,Domestic violence,2
2017,Yale University,Main Campus,12974,Vawa offenses,On campus student housing facilities,Domestic violence,1
2014,Yale University,Main Campus,12336,Vawa offenses,On campus student housing facilities,Dating violence,3
2015,Yale University,Main Campus,12385,Vawa offenses,On campus student housing facilities,Dating violence,8
2016,Yale University,Main Campus,12458,Vawa offenses,On campus student housing facilities,Dating violence,6
2017,Yale University,Main Campus,12974,Vawa offenses,On campus student housing facilities,Dating violence,5
2014,Yale University,Main Campus,12336,Vawa offenses,On campus student housing facilities,Stalking,2
2015,Yale University,Main Campus,12385,Vawa offenses,On campus student housing facilities,Stalking,3
2016,Yale University,Main Campus,12458,Vawa offenses,On campus student housing facilities,Stalking,1
2017,Yale University,Main Campus,12974,Vawa offenses,On campus student housing facilities,Stalking,9
2014,Yale University,Main Campus,12336,Vawa offenses,Public property,Domestic violence,1
2015,Yale University,Main Campus,12385,Vawa offenses,Public property,Domestic violence,5
2016,Yale University,Main Campus,12458,Vawa offenses,Public property,Domestic violence,1
2017,Yale University,Main Campus,12974,Vawa offenses,Public property,Domestic violence,2
2014,Yale University,Main Campus,12336,Vawa offenses,Public property,Dating violence,2
2015,Yale University,Main Campus,12385,Vawa offenses,Public property,Dating violence,0
2016,Yale University,Main Campus,12458,Vawa offenses,Public property,Dating violence,3
2017,Yale University,Main Campus,12974,Vawa offenses,Public property,Dating violence,0
2014,Yale University,Main Campus,12336,Vawa offenses,Public property,Stalking,3
2015,Yale University,Main Campus,12385,Vawa offenses,Public property,Stalking,1
2016,Yale University,Main Campus,12458,Vawa offenses,Public property,Stalking,1
2017,Yale University,Main Campus,12974,Vawa offenses,Public property,Stalking,2
2018,Yale University,Main Campus,,Arrests,Noncampus,Illegal weapons possession,0
2018,Yale University,Main Campus,,Arrests,Noncampus,Drug law violations,1
2018,Yale University,Main Campus,,Arrests,Noncampus,Liquor law violations,0
2018,Yale University,Main Campus,,Arrests,On campus,Illegal weapons possession,0
2018,Yale University,Main Campus,,Arrests,On campus,Drug law violations,8
2018,Yale University,Main Campus,,Arrests,On campus,Liquor law violations,0
2018,Yale University,Main Campus,,Arrests,On campus student housing facilities,Illegal weapons possession,0
2018,Yale University,Main Campus,,Arrests,On campus student housing facilities,Drug law violations,0
2018,Yale University,Main Campus,,Arrests,On campus student housing facilities,Liquor law violations,0
